id,sourcePath,examTypes,questionType,difficulty,kpGroup,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b155-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b155-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b187-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b187-gesp-5-hard-v01__question-bundle__single-choice__ds__n3__v01.json#0,papers/2026/2026-05-01-bulk1000-b187-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b187-gesp-5-hard-v01__question-bundle__single-choice__ds__n3__v01.json,GESP-5,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b187-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b187-gesp-5-hard-v01__question-bundle__single-choice__ds__n3__v01.json#1,papers/2026/2026-05-01-bulk1000-b187-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b187-gesp-5-hard-v01__question-bundle__single-choice__ds__n3__v01.json,GESP-5,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b187-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b187-gesp-5-hard-v01__question-bundle__single-choice__ds__n3__v01.json#2,papers/2026/2026-05-01-bulk1000-b187-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b187-gesp-5-hard-v01__question-bundle__single-choice__ds__n3__v01.json,GESP-5,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0040-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-03-manual-gesp7-gap-b02-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-b02-b0055-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-b02-b0055-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster|ds_stack_queue_overused_candidate,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__ds__n5__v01.json,GESP-7,single_choice,hard,DS,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b038-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b038-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b038-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b038-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-5,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-5,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-5,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-5,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b067-gesp-5-hard-v01/question-bundles/2026-05-01-bulk1000-b067-gesp-5-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-5,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b080-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b080-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b080-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b080-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-3,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-3,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-3,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-3,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b085-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b085-gesp-3-hard-v01__question-bundle__single-choice__math__n5__v01.json,GESP-3,single_choice,hard,MATH,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b088-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b088-gesp-8-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-8,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-8,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-8,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b089-gesp-8-hard-v01/question-bundles/2026-05-01-bulk1000-b089-gesp-8-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-8,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-01-bulk1000-b098-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b098-gesp-6-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-6,single_choice,hard,CPP,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-01-bulk1000-b105-csp-s-hard-v01/question-bundles/2026-05-01-bulk1000-b105-csp-s-hard-v01__question-bundle__single-choice__alg__n5__v01.json,CSP-S,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-01-bulk1000-b117-gesp-7-hard-v01/question-bundles/2026-05-01-bulk1000-b117-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,archive_after_replacement_or_manual_review
