id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
db:02ed28c3-2923-4c16-9502-5b09d5db2685,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:06232ec7-f792-4eb9-9099-8e5c30649168,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:06dc8b76-8e55-42a0-824f-488b26b8ebe8,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:07f6acad-f013-4a5f-a789-2b8d13fb5b5e,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:080a9252-5a60-45f4-a13f-fdf014e97829,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0a0f1008-21d9-4dbf-82c8-006ede2255f3,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0a4de010-1c78-46d8-90ee-aa40d339868f,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:0bc6b8de-8725-4a72-819c-0fbaade3ed62,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0bf85cc9-646c-4b8e-9758-316360c09e21,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0c255276-8b51-4cc8-83a0-97f069ecbf9b,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0d559dd1-fe0f-4a3e-b60e-2db6e7499d75,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0db5e11d-cb02-469d-a8cb-5ebcc0d1bd1d,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0e924e7b-4d10-45e9-9863-21104105fac6,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:0eeab9db-d794-4b7d-8e0e-0dee30b6a8ad,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:103d7d50-a4e0-40bb-b26e-4b40e1779f3d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:10873d6d-0e55-472f-a71e-92228e461f74,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:10f7ae7d-05b7-48f1-a186-13bc47ae9ef8,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:11ea1b8e-8e35-4716-a8a5-886f9870302c,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:127285d4-ed30-4120-9ca5-8ef8afc23269,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:148b20ff-5bd3-4731-98d8-7f46f96904b2,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:14d0b5d7-aee5-4263-a238-c207fd097e4f,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:157a76fc-77f1-47a5-acee-af793df5daef,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:15ac1d4c-21e4-445d-8157-c3a42e2d550a,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:15f333c1-3a47-405f-b092-9bb50f59dc0e,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1623f5e4-df98-4bd8-8a6f-7c5ba01b0fdf,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:164dd3bd-bb31-4a89-bce6-16429aceac7e,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1659c226-9a0f-478e-aa06-e81592c959b2,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:16f0cffc-d4f0-406b-affe-734562957e63,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:17178815-5d93-4300-b232-41bb06601960,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:171ef0c9-d08d-49c1-8102-47e4d2b3d9a1,db:questions,CSP-J|CSP-S,single_choice,hard,CS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:17bd35d1-a9e5-4e05-9797-fc39651746dc,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:17f59be8-455e-452f-84c7-17460d47a401,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:18b47d99-8361-4f05-9ac5-a72da1db8fc1,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:18bb837d-219c-4ef8-bfb9-c9ebd9b1c3d9,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:18c0e0c4-6408-40b1-8db8-9f631975e484,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:192da515-d398-43e3-98c1-f83f180b594d,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:19ad0842-561c-4e7e-9da8-04526f64a000,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1ab1fe4f-a5db-46b3-a6a7-24b2cdaac0d9,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:1ac20e20-ca3a-4a5f-9662-82a93ee1621b,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1afa4b62-9e88-42fd-999c-b787dbfc5c03,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:1b22e194-53fa-4d6d-bd45-2738b392328a,db:questions,CSP-J|CSP-S,reading_program,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1b637225-0554-40d7-9473-9d9032ac0615,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:1ba07188-aecd-4ca8-9950-5f6b899bd07d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:1c77f7f1-b9c1-4447-87c9-0634a8aab61f,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1d4e9a39-922a-40c1-ae07-0c09b0d1917e,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1d7f9b1a-7b74-4a59-b340-4010075acc14,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1db9c4ed-5d24-4e32-921c-56d957cecab1,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1e461281-6142-4373-bfc8-b9a58129da17,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:1f5609e2-897d-4fdd-b5c7-030565cf52ec,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:1febae75-138e-4fd7-a3c6-418078e1ca5e,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:212cd65e-321e-43cb-9cd2-45f84fc413f8,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:214c03bc-6eae-4bce-a11f-58a533a5e99c,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:22746fc5-64f4-414b-83bd-5a10af1ffc55,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:229a4496-fb76-493f-b75b-0264d83debf7,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:22a7753c-4373-4e9f-8caf-d258e09db77c,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:22aed9f0-e33f-433d-be2e-a4505a4b8669,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:23eb5467-3f5b-46a9-bf1a-efea5ab2bd6f,db:questions,CSP-J|CSP-S,single_choice,hard,MATH,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:247d7027-cb18-4fb9-be9c-2f29f97f8f4b,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:24c931be-d26d-40ed-8866-387183c360ef,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:257128e8-7498-434a-926c-11935e399971,db:questions,CSP-J|CSP-S,single_choice,hard,BAS,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:270ed258-6f9b-452b-a5fc-b9559ab45f2a,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:27573bbe-35ea-4c23-8fe8-f9f5c472489d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:2760ac08-4ead-4aad-bb9a-2c431f06a67b,db:questions,CSP-J|CSP-S,completion_program,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:2788703f-2f8b-44cf-ada6-8007153f9955,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:2834e578-37c4-466e-9f6b-074082e49159,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:2839861c-ba55-442d-a6e5-8231cfaaae15,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:28e58b62-1b40-4412-ab6d-df32c7c1eb6a,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:294c29d9-5bfa-4603-9e18-4d365fe3463b,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:29d7a8de-272a-4ca4-a60c-2755de42d0b4,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-stack_state_trace,stack_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:2a9e8ae0-d9fb-4de1-ac18-aafe235f335d,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:2ac5ee52-2707-4374-8bb0-337d47e07eed,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:2ad2c947-1f62-4754-82c0-4a742894feee,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:2c3f8f00-7205-4e94-8ab4-0fc039755778,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:2c69830a-d65d-4f3f-85f0-85181e07d0ad,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:2c8b0412-d2d3-4d4e-acc2-5c1375a5d5b2,db:questions,CSP-J|CSP-S,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
db:2d910f77-a992-470b-8650-c1fb82ebe0ba,db:questions,CSP-J|CSP-S,single_choice,hard,DS,inferred-queue_state_trace,queue_state_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|ds_stack_queue_overused_candidate,rewrite_hard_rubric
db:2dac2609-cd73-41e0-a6d8-65dd878d5ecb,db:questions,CSP-J|CSP-S,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed|parameterized_template_cluster,rewrite_or_archive_review
