similarity	salientSimilarity	recommendation	questionType	samePrimaryKp	sameDifficulty	sharedExamTypes	leftId	leftSourcePath	leftItemIndex	leftBundleRunId	leftDifficulty	leftPrimaryKpCode	leftExamTypes	leftContentHash	leftStemPreview	rightId	rightSourcePath	rightItemIndex	rightBundleRunId	rightDifficulty	rightPrimaryKpCode	rightExamTypes	rightContentHash	rightStemPreview	leftSimilarityTextPreview	rightSimilarityTextPreview	leftSalientTextPreview	rightSalientTextPreview
0.875325	0.753247	ignore_likely_false_positive	reading_program	true	false		papers/2026/2026-05-01-bulk1000-b169-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b169-gesp-3-hard-v01__question-bundle__reading-program__cpp__n5__v01.json#0	papers/2026/2026-05-01-bulk1000-b169-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b169-gesp-3-hard-v01__question-bundle__reading-program__cpp__n5__v01.json	0	2026-05-01-bulk1000-b169-gesp-3-hard-v01	hard	CPP	GESP-3	4a32ff28fb3dc4f76ac8100202681593892f83b0f3246d0da6b9752d72a866dd	Q0841（GESP-3/hard）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b181-csp-j-medium-v01/question-bundles/2026-05-01-bulk1000-b181-csp-j-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#0	papers/2026/2026-05-01-bulk1000-b181-csp-j-medium-v01/question-bundles/2026-05-01-bulk1000-b181-csp-j-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	0	2026-05-01-bulk1000-b181-csp-j-medium-v01	medium	CPP	CSP-J	2aa0c8f8d7b725669a72d3c7b47fe3c55536a3f97c326d2a0caccafff6e5f4bb	Q0901（CSP-J/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 3 0 4 4 当样例 为 6 时， 是多少？ 49 52 51 53 的取值范围是什么？ 0 到 1 只取偶数 直到 为 0 1 到 ，共 次 条件 0 用来判断什么？ 是否能被 整除 是否小于 是否为负数 是否为质数 该 ...	0 1 3 0 2 2 当样例 为 10 时， 是多少？ 47 50 49 51 的取值范围是什么？ 0 到 1 只取偶数 直到 为 0 1 到 ，共 次 条件 0 用来判断什么？ 是否能被 整除 是否小于 是否为负数 是否为质数 该...
0.875000	0.791946	ignore_likely_false_positive	reading_program	true	false		papers/2026/2026-05-01-bulk1000-b074-gesp-4-medium-v01/question-bundles/2026-05-01-bulk1000-b074-gesp-4-medium-v01__question-bundle__reading-program__alg__n4__v01.json#3	papers/2026/2026-05-01-bulk1000-b074-gesp-4-medium-v01/question-bundles/2026-05-01-bulk1000-b074-gesp-4-medium-v01__question-bundle__reading-program__alg__n4__v01.json	3	2026-05-01-bulk1000-b074-gesp-4-medium-v01	medium	ALG	GESP-4	7ca2c2e6358f702409e608c17181bad2ff9f4abf8c5eba61a794fdd405d94cd3	Q0369（GESP-4/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b194-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b194-gesp-3-hard-v01__question-bundle__reading-program__alg__n3__v01.json#2	papers/2026/2026-05-01-bulk1000-b194-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b194-gesp-3-hard-v01__question-bundle__reading-program__alg__n3__v01.json	2	2026-05-01-bulk1000-b194-gesp-3-hard-v01	hard	ALG	GESP-3	20bcd2945a0b811ae9c5f1144921551f4425e668448f402d17cd4de4286e43ce	Q0969（GESP-3/hard）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 6 0 2 2 当样例 为 6 时， 是多少？ 19 22 21 23 的取值范围是什么？ 0 到 1 只取偶数 直到 为 0 1 到 ，共 次 条件 0 用来判断什么？ 是否能被 整除 是否小于 是否为负数 是否为质数 该 ...	0 1 6 0 3 3 当样例 为 6 时， 是多少？ 30 33 32 34 的取值范围是什么？ 0 到 1 只取偶数 直到 为 0 1 到 ，共 次 条件 0 用来判断什么？ 是否能被 整除 是否小于 是否为负数 是否为质数 该 ...
0.875000	0.785235	ignore_likely_false_positive	reading_program	true	false	GESP-2	papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#4	papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	4	2026-05-01-bulk1000-b023-gesp-2-medium-v01	medium	CPP	GESP-2	050269cad8cb6f612bd1555c6c802e03b114de4866dac048a3231ddc67db1349	Q0115（GESP-2/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b183-gesp-2-easy-v01/question-bundles/2026-05-01-bulk1000-b183-gesp-2-easy-v01__question-bundle__reading-program__cpp__n5__v01.json#4	papers/2026/2026-05-01-bulk1000-b183-gesp-2-easy-v01/question-bundles/2026-05-01-bulk1000-b183-gesp-2-easy-v01__question-bundle__reading-program__cpp__n5__v01.json	4	2026-05-01-bulk1000-b183-gesp-2-easy-v01	easy	CPP	GESP-2	a900351da2a62bf2ff661751eba94fe41ef09538b060d9c61a2329a114a4a45c	Q0915（GESP-2/easy）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 2 0 3 3 当样例 为 8 时， 是多少？ 69 71 73 72 的取值范围是什么？ 0 到 1 1 到 ，共 次 只取偶数 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否能被 整除 是否为质数 该 ...	0 1 2 0 2 2 当样例 为 8 时， 是多少？ 44 46 48 50 的取值范围是什么？ 0 到 1 1 到 ，共 次 只取偶数 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否能被 整除 是否为质数 该 ...
0.875000	0.785235	ignore_likely_false_positive	reading_program	true	true		papers/2026/2026-05-01-bulk1000-b041-gesp-6-medium-v01/question-bundles/2026-05-01-bulk1000-b041-gesp-6-medium-v01__question-bundle__reading-program__alg__n4__v01.json#2	papers/2026/2026-05-01-bulk1000-b041-gesp-6-medium-v01/question-bundles/2026-05-01-bulk1000-b041-gesp-6-medium-v01__question-bundle__reading-program__alg__n4__v01.json	2	2026-05-01-bulk1000-b041-gesp-6-medium-v01	medium	ALG	GESP-6	d74e961da7a0e60c02b2c5b370acf628a23a9b9187876971fd51d6f78aa0c548	Q0204（GESP-6/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b057-csp-s-medium-v01/question-bundles/2026-05-01-bulk1000-b057-csp-s-medium-v01__question-bundle__reading-program__alg__n4__v01.json#2	papers/2026/2026-05-01-bulk1000-b057-csp-s-medium-v01/question-bundles/2026-05-01-bulk1000-b057-csp-s-medium-v01__question-bundle__reading-program__alg__n4__v01.json	2	2026-05-01-bulk1000-b057-csp-s-medium-v01	medium	ALG	CSP-S	688929fb3dc4e555d43c1fa66ee57e13c1b89e93f3eb5ad2d0a2b87d6e360b10	Q0284（CSP-S/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 6 0 4 4 当样例 为 9 时， 是多少？ 56 53 55 57 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...	0 1 6 0 6 6 当样例 为 9 时， 是多少？ 84 81 83 85 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...
0.875000	0.785235	ignore_likely_false_positive	reading_program	true	true		papers/2026/2026-05-01-bulk1000-b057-csp-s-medium-v01/question-bundles/2026-05-01-bulk1000-b057-csp-s-medium-v01__question-bundle__reading-program__alg__n4__v01.json#1	papers/2026/2026-05-01-bulk1000-b057-csp-s-medium-v01/question-bundles/2026-05-01-bulk1000-b057-csp-s-medium-v01__question-bundle__reading-program__alg__n4__v01.json	1	2026-05-01-bulk1000-b057-csp-s-medium-v01	medium	ALG	CSP-S	47e9827b9a0bc51a8cf70d7a2883b709b09b0831b1428a8e9d40d1c4fd111fc5	Q0283（CSP-S/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b137-gesp-5-medium-v01/question-bundles/2026-05-01-bulk1000-b137-gesp-5-medium-v01__question-bundle__reading-program__alg__n4__v01.json#1	papers/2026/2026-05-01-bulk1000-b137-gesp-5-medium-v01/question-bundles/2026-05-01-bulk1000-b137-gesp-5-medium-v01__question-bundle__reading-program__alg__n4__v01.json	1	2026-05-01-bulk1000-b137-gesp-5-medium-v01	medium	ALG	GESP-5	115d7bf506ef800b5be0151709c1a3be78c66fbb3434e379299d589b0f3d6575	Q0683（GESP-5/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 5 0 3 3 当样例 为 8 时， 是多少？ 33 35 37 36 的取值范围是什么？ 0 到 1 1 到 ，共 次 只取偶数 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否能被 整除 是否为质数 该 ...	0 1 5 0 6 6 当样例 为 8 时， 是多少？ 69 71 73 72 的取值范围是什么？ 0 到 1 1 到 ，共 次 只取偶数 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否能被 整除 是否为质数 该 ...
0.875000	0.785235	ignore_likely_false_positive	reading_program	true	true		papers/2026/2026-05-01-bulk1000-b057-csp-s-medium-v01/question-bundles/2026-05-01-bulk1000-b057-csp-s-medium-v01__question-bundle__reading-program__alg__n4__v01.json#2	papers/2026/2026-05-01-bulk1000-b057-csp-s-medium-v01/question-bundles/2026-05-01-bulk1000-b057-csp-s-medium-v01__question-bundle__reading-program__alg__n4__v01.json	2	2026-05-01-bulk1000-b057-csp-s-medium-v01	medium	ALG	CSP-S	688929fb3dc4e555d43c1fa66ee57e13c1b89e93f3eb5ad2d0a2b87d6e360b10	Q0284（CSP-S/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b137-gesp-5-medium-v01/question-bundles/2026-05-01-bulk1000-b137-gesp-5-medium-v01__question-bundle__reading-program__alg__n4__v01.json#2	papers/2026/2026-05-01-bulk1000-b137-gesp-5-medium-v01/question-bundles/2026-05-01-bulk1000-b137-gesp-5-medium-v01__question-bundle__reading-program__alg__n4__v01.json	2	2026-05-01-bulk1000-b137-gesp-5-medium-v01	medium	ALG	GESP-5	b31b960c4304b4fbb0afa8a8dbb8cbc1999fe2e7edeb8c320ab24ac6034c2131	Q0684（GESP-5/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 6 0 6 6 当样例 为 9 时， 是多少？ 84 81 83 85 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...	0 1 6 0 2 2 当样例 为 9 时， 是多少？ 28 56 27 29 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...
0.875000	0.785235	ignore_likely_false_positive	reading_program	true	false		papers/2026/2026-05-01-bulk1000-b074-gesp-4-medium-v01/question-bundles/2026-05-01-bulk1000-b074-gesp-4-medium-v01__question-bundle__reading-program__alg__n4__v01.json#2	papers/2026/2026-05-01-bulk1000-b074-gesp-4-medium-v01/question-bundles/2026-05-01-bulk1000-b074-gesp-4-medium-v01__question-bundle__reading-program__alg__n4__v01.json	2	2026-05-01-bulk1000-b074-gesp-4-medium-v01	medium	ALG	GESP-4	0c051804a8a01e99674a853aff0ca12becb9e05521ed2ef679ca0936299f46b2	Q0368（GESP-4/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b194-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b194-gesp-3-hard-v01__question-bundle__reading-program__alg__n3__v01.json#1	papers/2026/2026-05-01-bulk1000-b194-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b194-gesp-3-hard-v01__question-bundle__reading-program__alg__n3__v01.json	1	2026-05-01-bulk1000-b194-gesp-3-hard-v01	hard	ALG	GESP-3	725dc4848be16970dfa1ee5d60b7215e33faae0df1381a2dcf9943b2e773f202	Q0968（GESP-3/hard）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 5 0 6 6 当样例 为 5 时， 是多少？ 54 51 53 55 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...	0 1 5 0 7 7 当样例 为 5 时， 是多少？ 63 60 62 64 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...
0.875000	0.774834	ignore_likely_false_positive	reading_program	true	false		papers/2026/2026-05-01-bulk1000-b060-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b060-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#2	papers/2026/2026-05-01-bulk1000-b060-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b060-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	2	2026-05-01-bulk1000-b060-gesp-2-medium-v01	medium	CPP	GESP-2	318626734878a411f71239065362ab4b7bd42a704efb6924f07bc4ea2ea16088	Q0298（GESP-2/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b169-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b169-gesp-3-hard-v01__question-bundle__reading-program__cpp__n5__v01.json#1	papers/2026/2026-05-01-bulk1000-b169-gesp-3-hard-v01/question-bundles/2026-05-01-bulk1000-b169-gesp-3-hard-v01__question-bundle__reading-program__cpp__n5__v01.json	1	2026-05-01-bulk1000-b169-gesp-3-hard-v01	hard	CPP	GESP-3	032985644f0674d9b4a738cf3f255da4c6266f0a5442b2ae0930569e179809f6	Q0842（GESP-3/hard）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 5 0 6 6 当样例 为 7 时， 是多少？ 63 65 66 67 的取值范围是什么？ 1 到 ，共 次 0 到 1 只取偶数 直到 为 0 条件 0 用来判断什么？ 是否小于 是否能被 整除 是否为负数 是否为质数 该 ...	0 1 4 0 7 7 当样例 为 7 时， 是多少？ 67 69 70 71 的取值范围是什么？ 1 到 ，共 次 0 到 1 只取偶数 直到 为 0 条件 0 用来判断什么？ 是否小于 是否能被 整除 是否为负数 是否为质数 该 ...
0.875000	0.740260	ignore_likely_false_positive	reading_program	true	false		papers/2026/2026-05-01-bulk1000-b095-gesp-5-medium-v01/question-bundles/2026-05-01-bulk1000-b095-gesp-5-medium-v01__question-bundle__reading-program__alg__n4__v01.json#1	papers/2026/2026-05-01-bulk1000-b095-gesp-5-medium-v01/question-bundles/2026-05-01-bulk1000-b095-gesp-5-medium-v01__question-bundle__reading-program__alg__n4__v01.json	1	2026-05-01-bulk1000-b095-gesp-5-medium-v01	medium	ALG	GESP-5	3642d564bd7b1eaf9b4646025b8d40df4b5534eb62a8000c6259f2302a4cdbf7	Q0472（GESP-5/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b147-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b147-gesp-6-hard-v01__question-bundle__reading-program__alg__n4__v01.json#1	papers/2026/2026-05-01-bulk1000-b147-gesp-6-hard-v01/question-bundles/2026-05-01-bulk1000-b147-gesp-6-hard-v01__question-bundle__reading-program__alg__n4__v01.json	1	2026-05-01-bulk1000-b147-gesp-6-hard-v01	hard	ALG	GESP-6	fb955b37633d7be2f5d273007d543fd026527dbcc1c105609deda3651f69d03a	Q0732（GESP-6/hard）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 4 0 3 3 当样例 为 5 时， 是多少？ 24 21 23 25 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...	0 1 4 0 6 6 当样例 为 9 时， 是多少？ 114 111 113 115 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整...
0.875000	0.571429	ignore_likely_false_positive	single_choice	true	true	GESP-1	papers/2026/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01__question-bundle__single-choice__cpp__n10__v01.json#2	papers/2026/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01__question-bundle__single-choice__cpp__n10__v01.json	2	2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01	hard	CPP	GESP-1	c52d40e201d243b05fe578edb5a35a48499e2d2c9cdecc066b45f87a88b38c0a	以下C++代码的输出是什么？ #include <iostream> using namespace std; int main() { int a = 1, b = 2, c = 3; int result = a++ + ++b ...	papers/2026/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01__question-bundle__single-choice__cpp__n10__v01.json#3	papers/2026/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01/question-bundles/2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01__question-bundle__single-choice__cpp__n10__v01.json	3	2026-05-02-bulk1590-a01-b0005-gesp-1-hard-v01	hard	CPP	GESP-1	c93828a18f39103d210ac8402c4a85743f67d1700c3b15262dc18626d12ebf70	以下C++代码的输出是什么？ #include <iostream> using namespace std; int main() { int a = 1, b = 2, c = 3; int result = a++ + b++ ...	以下C++代码的输出是什么？ #include <iostream> using namespace std; int main() { int a = 1, b = 2, c = 3; int result = a++ + ++b ...	以下C++代码的输出是什么？ #include <iostream> using namespace std; int main() { int a = 1, b = 2, c = 3; int result = a++ + b++ ...	的 是什么？ 1 2 3 result result 10 2 3 2 7 2 3 2 10 2 2 2 7 2 2 2	的 是什么？ 1 2 3 result result 7 2 3 2 8 2 3 2 7 2 2 2 8 2 2 2
0.874016	0.787671	ignore_likely_false_positive	reading_program	true	true		papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#1	papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	1	2026-05-01-bulk1000-b023-gesp-2-medium-v01	medium	CPP	GESP-2	6aeafed2f68f94191b6387b9b1e9d261424555de3421d13f67dfa55aa386e0dc	Q0112（GESP-2/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b024-gesp-1-medium-v01/question-bundles/2026-05-01-bulk1000-b024-gesp-1-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#4	papers/2026/2026-05-01-bulk1000-b024-gesp-1-medium-v01/question-bundles/2026-05-01-bulk1000-b024-gesp-1-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	4	2026-05-01-bulk1000-b024-gesp-1-medium-v01	medium	CPP	GESP-1	4b2b918a8de67f6b51ac12fa920d538397d8fb1870b3948d017fc426b406f6b4	Q0120（GESP-1/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 4 0 1 1 当样例 为 5 时， 是多少？ 8 5 7 9 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 关于 规...	0 1 2 0 4 4 当样例 为 5 时， 是多少？ 36 33 35 37 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...
0.874016	0.787671	ignore_likely_false_positive	reading_program	true	true	GESP-2	papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#1	papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	1	2026-05-01-bulk1000-b023-gesp-2-medium-v01	medium	CPP	GESP-2	6aeafed2f68f94191b6387b9b1e9d261424555de3421d13f67dfa55aa386e0dc	Q0112（GESP-2/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b060-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b060-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#0	papers/2026/2026-05-01-bulk1000-b060-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b060-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	0	2026-05-01-bulk1000-b060-gesp-2-medium-v01	medium	CPP	GESP-2	216d406ef294efd5f3ef217ef740ba379c7ba0da59d39a91c10c438d25a03f01	Q0296（GESP-2/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 4 0 1 1 当样例 为 5 时， 是多少？ 8 5 7 9 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 关于 规...	0 1 3 0 7 7 当样例 为 5 时， 是多少？ 49 46 48 50 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...
0.874016	0.787671	ignore_likely_false_positive	reading_program	true	false		papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json#1	papers/2026/2026-05-01-bulk1000-b023-gesp-2-medium-v01/question-bundles/2026-05-01-bulk1000-b023-gesp-2-medium-v01__question-bundle__reading-program__cpp__n5__v01.json	1	2026-05-01-bulk1000-b023-gesp-2-medium-v01	medium	CPP	GESP-2	6aeafed2f68f94191b6387b9b1e9d261424555de3421d13f67dfa55aa386e0dc	Q0112（GESP-2/medium）：阅读循环累加程序，分析条件分支对 ans 的影响。	papers/2026/2026-05-01-bulk1000-b189-gesp-4-easy-v01/question-bundles/2026-05-01-bulk1000-b189-gesp-4-easy-v01__question-bundle__reading-program__cpp__n5__v01.json#3	papers/2026/2026-05-01-bulk1000-b189-gesp-4-easy-v01/question-bundles/2026-05-01-bulk1000-b189-gesp-4-easy-v01__question-bundle__reading-program__cpp__n5__v01.json	3	2026-05-01-bulk1000-b189-gesp-4-easy-v01	easy	CPP	GESP-4	482bf81247a2946c04a8a3cd5eb7911c41b757f662b69bc59dc4a4156b93e6d3	Q0944（GESP-4/easy）：阅读循环累加程序，分析条件分支对 ans 的影响。	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	#include <bits/stdc++.h> using namespace std; int main() { int n; cin >> n; int ans = 0; for (int i = 1; i <= n; ++i)...	0 1 4 0 1 1 当样例 为 5 时， 是多少？ 8 5 7 9 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 关于 规...	0 1 6 0 5 5 当样例 为 5 时， 是多少？ 25 22 24 26 的取值范围是什么？ 0 到 1 只取偶数 1 到 ，共 次 直到 为 0 条件 0 用来判断什么？ 是否小于 是否为负数 是否为质数 是否能被 整除 该 ...
